type,title,id,abstract
CompositeResource,"CRBCZO -- Stream Water Chemistry, Stream Ecology -- USGS -- Chester County, PA -- (1998-2013)",0a21b00a54d641e5aa5da0bc32998ad1,"Since 1969, the U.S. Geological Survey and the Chester County Water Resources Authority have conducted a cooperative program to evaluate stream ecology and water-quality conditions using benthic macroinvertebrates and stream-water chemistry. The Stream Conditions of Chester County Program has sampled streams every fall for over 30 years. The initial goals of the program were to evaluate stream-water quality and to further the understanding of changes in the stream ecosystem in response to urbanization. The current goals of the program are to use the data to monitor current conditions and determine trends. Data from the program have been used to help support Chester County Landscapes by providing information on biological diversity and water-quality conditions. Without monitoring it is impossible to determine if changes in land use or environmental policies and regulation are having a positive affect on water quality.



Benthic macroinvertebrates are macroscopic animals that inhabit the bottoms of aquatic habitats. Freshwater forms include aquatic insects and other invertebrates including clams, crustaceans, snails, and worms. Factors such as streamflow, food availability, habitat, temperature, and water quality determine the makeup of the macroinvertebrate community. By sampling in similar habitats with similar physical conditions, water quality becomes the determining factor controlling community structure. Changes in abundance, diversity, species richness, and presence or absence of pollution tolerant or intolerant species can be measured and related to water quality. Trends in water quality can be determined by sampling at a single location over several years and observing changes to the community structure. 



Benthic macroinvertebrates are well suited as water-quality indicators because of their biology and availability. They are present in most aquatic systems and are relatively easy to collect. They are indicators of overall water quality and can be used to identify specific types and sources of degraded water quality. Benthic macroinvertebrates have limited mobility and cannot avoid poor water-quality conditions. They are sensitive to a wide range of environmental impacts including chemical and physical impairments. 



Biological samples collected for the Stream Conditions of Chester County Biological Monitoring Network consist of benthic macroinvertebrates collected from a riffle area of the stream. A riffle habitat is used because macroinvertebrate diversity and abundance is usually highest there. 



See more info in Comments/README



"
CompositeResource,"CRBCZO -- Climate, Air Temperature, Meteorology, Precipitation -- DEOS -- Delaware and SE Pennsylvania -- (2004-2015)",6ffd58c0f6e7406fa6e4cc41f62eb787,"The Delaware Environmental Observing System (DEOS) is a tool for decision makers involved with emergency management, natural resource monitoring, transportation, and other activities throughout the State of Delaware. DEOS also provides both State agencies and the citizens of Delaware with immediate information as to environmental conditions in and around the State. 



DEOS is a real-time system dedicated to monitoring environmental conditions. DEOS consists of three main components:

The DEOS Environmental Monitoring and Observing Network (DEMON), a network of approximately thirty new meteorological observation sites coupled with existing weather and other environmental observation sites in and around Delaware.

The DEOS Integrated Visualization and Analysis System (DIVAS), an integration of surface weather observations with National Weather Service WSR-88D radar estimates of precipitation, thereby providing estimates of meteorological and environmental variables over a high spatial resolution grid

The DEOS Analysis Systems (DAS), designed to provide decision support in a variety of environmentally-sensitive areas."
CompositeResource,"SSHCZO -- Stable Isotopes, Stream Water Chemistry -- Shale Hills -- (2008-2011)",211a5f0e986746668140be49756f7723,Quality assured stream water stable isotope data has been prepared using Liquid Water Isotope Analyzer. Samples were analyzed following IAEA Standard Operating Procedure. Daily stream water samples were collected using ISCO Sampler at the stream outlet. Samples were plotted compared to the Local Meteoric Water Line (LMWL). Water samples were analyzed on DT-100 Liquid-Water Isotope Analyzer: http://www.lgrinc.com/analyzers/overview.php?prodid=16 IAEA Standard Operating Procedure was followed with in-house standards: http://www-naweb.iaea.org/napc/ih/documents/other/laser_procedure_rev12.PDF Deuterium (2H) and Oxygen-18 (18O) isotope values were calculated to within 1‰ and 0.2‰ respectively.
CompositeResource,SSCZO -- Streamflow / Discharge -- Providence -- (2003-2010),180f67282b4149ca8d4f41b2438257eb,"Click on Parent Folder to access all data and metadata that are currently available. Metadata include site properties, instrumentation, and processing notes.

You may also click on individual dataset links to immediately download a file of the data.

NOTE: We are working to update individual Water Year (WY) data listings on this site. Current individual files listed below may not represent all available data and metadata. Click on the Parent Folder link to access all files.



Kings River Experimental Watershed (KREW): Discharge values for Providence creek catchment and three subcatchments (P301, P303, and P304) plus another nearby small catchment (D102). Values are presented by water year (previous October 01 through September 30 of named year). 15 min data were compressed to hourly and daily during the data processing procedure. Further information on data processing is available at the https://eng.ucmerced.edu/snsjho/files/MHWG/Field/Southern_Sierra_CZO_KREW/Providence_Creek/Discharge/Level_1b/ SSCZO digital library. 



P301, P303, P304, D102 flow is channelized through two Parshall flumes (small >3 inch and large >1 feet). P300 flow is channelized through a 120 degree v-notch weir. At all sites stream stage and discharge are measured using a Teledyne-Isco 6712 with 730 bubbler. High flow stream stage and discharge are measured using an Advanced Measurements & Controls Inc. Aquarod AR100



Additional metadata are available in the https://eng.ucmerced.edu/snsjho/files/MHWG/Field/Southern_Sierra_CZO_KREW/Providence_Creek/Discharge/Level_1b parent directory of this dataset, such as site properties, instrumentation, and processing notes.
Date Range Comments: 15 min, hourly, and daily"
CompositeResource,LCZO -- Streamflow / Discharge -- Bisley -- (1987-2013),8fb0c17c23da423b8240396342bde0eb,"This is project presents data related to discharge measurements from the Bisley Watershed in the Luquillo Mountains.This is project presents data related to discharge measurements from the Bisley Watershed in the Luquillo Mountains.

This is project presents data related to discharge measurements from the Bisley Watershed in the Luquillo Mountains.
Long-term rainfall and discharge data from the Luquillo Experimental Forest (LEF) were analyzed to develop relationships between rainfall, stream-runoff, and elevation. These relationships were then used with a Geographic Information System (GIS) to determine spatially-averaged, mean annual hydrologic budgets for watersheds and forest types within the study area. Model estimates indicate that a total of 3864 mm/yy (444 hm3) of rainfall falls on the forest in an average year. The Tabonuco, Colorado, Palm and Dwarf Forest types receive an estimated annual rainfall of 3537, 4191, 4167, and 4849 mm/yy, respectively. Of the average annual rainfall input, 65% (2526 mm/yr) is converted to runoff and the remainding 35% (1338 mm.yr) is lost from the system by evapotranspiration and other abstractions. In comparison to other tropical forests, the LEF as a whole has more evapotranspiration than many tropical montane forests but less evapotranspiration than many lowland tropical forests.

Data a product of USDA Forest Service -IITF:

Grizelle González - Project Leader, Research Unit
USDA FS - International Institute of Tropical Forestry
ggonzalez@fs.fed.us"
CompositeResource,CJCZO -- Streamflow / Discharge -- Marshall Gulch -- (2006-2019),3c1fd54381764e5b8865609cb4127d63,"30 minute streamflow data measured and computed for the irregular weir located at the Marshall Gultch catchment outlet (Santa Catalina Mountains,Arizona). Streamflow are derived using pressure measurements to infer water levels and hence discharge in the weir. Pressure is measured using Onset Hobo pressure transducers model U20.

15 minute discharge data measured and computed for the Seep located at the Marshall Gultch schist catchment (Santa Catalina Mountains,Arizona). Discharge is measured by directing the flow from a spring into a large custom made tipping bucket measuring 1 liter per tip. Data is logged using an Onset hobo pendant event datalogger.



"
CompositeResource,BCCZO -- Streamflow / Discharge -- (USGS Gauges) -- Boulder Creek -- (2007-Ongoing),b7b9550581bb4a0399d4ddb04d467a76,USGS Stream Gauges that are along Boulder Creek and its tributaries.
CompositeResource,BCCZO -- Streamflow / Discharge -- Colorado Division of Water Resources Stream Gauges -- Boulder Creek -- (2000-Ongoing),ebe9144d1e7c4f45ac6ce3e9eba8bd2a,Colorado Division of Water Resources Stream Gauges (not maintained by BCCZO) along Boulder Creek and its tributaries. Accessible on the website: Colorado's Surface Water Conditions
CompositeResource,BCCZO -- Streamflow / Discharge -- (GGL_SW_0_Dis) -- Gordon Gulch: Lower -- (2010-2014),c2384bd1743a4276a88a5110b1964ce0,"Lower Gordon Gulch Discharge Data collected by pressure transducer.



*This gauge was lost during the flood event in 2013. Because of this, the logger is missing data from 9/13/2013 00:30 - 1/8/2014 14:50. 



Query page here: https://bcczo.colorado.edu/query/ggl-sw-0-dis.shtml



Sensor group IDs and descriptions- 

GGL_SW_Baro, Air Pressure, Solinist Baro-logger

GGL_SW_Pducer, Water Height, Solinist Level-logger Gold

"
CompositeResource,BCCZO -- Streamflow / Discharge -- (GGU_SW_0_Dis) -- Gordon Gulch: Upper -- (2009-2014),0efce710d2d24fab9542730522843a32,"Upper Gordon Gulch discharge data collected by pressure transducer.



Query page here: https://bcczo.colorado.edu/query/ggu-sw-0-dis.shtml

View logs for complete site history: https://www.dropbox.com/s/rds3aw8ji3ndzic/GGU_SW_0_solinst_level_meta.docx?dl=0



*Channel is ice-covered and snow-affected during winter months. Sensors are removed during 09-10 winter.



Sensor group IDs and descriptions- 

GGU_SW_Conductivity, Conductivity, Hobo U24 Conductivity Sensor

GGU_SW_Pducer, Water Height, Solinist Level-logger Gold"
CompositeResource,"LCZO -- Stream Water Chemistry, Streamflow / Discharge, Air Temperature, Stream Water Temperatures -- El Verde, Icacos, Espiritu Santo, and Bisley -- (2014-Ongoing)",af01319d759e4251b0dd78a718d581f6,"This project presents data pertaining to the water chemistry of streams around the El Verde Field Station, Bisley, Espiritu Santo, and Rio Icacos. All data here are raw unprocessed data which may contain errors, unless otherwise noted. 



Hobo U20-001-04 Water Level, HOBO Light and Air Temperature Sensor UA-002-64, HOBO U26 DO Probe DO and Water Temperature, and HOBO U24 conductivity loggers collect data at a 15 minute time interval.

Rio Icacos Tributary (IO) site has Hobo U20-001-04 Water Level, HOBO Light and Temp Sensor UA-002-64, HOBO U26 DO Probe DO and Temp, HOBO U24 conductivity probe.

Quebrada Sonadora has Hobo U20-001-04 Water Level, HOBO Light and Temp Sensor UA-002-64, HOBO U26 DO Probe DO and Temp, HOBO U24 conductivity probe.

Quebrada Prieta has HOBO Light and Temp Sensor UA-002-64, HOBO U26 DO Probe DO and Temp, HOBO U24 conductivity probe.

Bisley Q3 has HOBO Light and Temp Sensor UA-002-64, HOBO U26 DO Probe DO and Temp, HOBO U24 conductivity probe.

Q. Taronja site has been discontinued. 

Rio Icacos (RI) - has HOBO Light and Temp Sensor UA-002-64,

"
CompositeResource,SSHCZO -- Streamflow / Discharge -- Shale Hills Stream Flow / Discharge Data -- Shale Hills -- (2006-2012),95f52e8cdf744c4b909a231dbd8734ac,"A double V-notch weir located at the outlet of the stream Shale Hills Susquehanna Critical Zone Observatory Stream (40.6648488, -77.9072458, elevation of 259.08) was used to monitor stream discharge accurately during high and low flows. Water depths were recorded in one-minute intervals, integrated to 10 minute values and converted to discharge using a rating curve developed by Nutter (1964)."
CompositeResource,"LCZO -- Groundwater Chemistry, Groundwater Depth, Stream Water Chemistry, Streamflow / Discharge, Precipitation, Meteorology -- USGS Caribbean Water Science Center -- Puerto Rico -- (1969-2016)",89506c157c6945cdbe5a57f6436868d6,"USGS resources for Stream flow, Water Quality, Groundwater, Suspended Sediment, and Meteorological data."
CompositeResource,"SSHCZO -- Groundwater Depth, Streamflow / Discharge -- Watershed Reanalysis -- Shale Hills -- (1979-2010)",60923e1f1a3d44e39a16260d980db974,Reanalysis data has been prepared using the model reanalysis results from PIHM. There are three versions of reanalysis data products due to availability of the model-data coupling strategy.
CompositeResource,BCCZO -- Streamflow / Discharge -- Manual (BT_SW_0_ManDis) -- Betasso -- (2013-2019),721aac4d278b43128dd973bfafe30611,"Manual discharge measurements at the Boulder Creek CZO are taken approximately weekly and are used in conjunction with Solinst non vented pressure transducers collocated with Solinst Barologgers installed in stilling wells to manufacture a stage-discharge relationship curve. Our most reliable method of collecting manual discharge measurements has proven to be the salt conductivity sudden-injection method described in Hongve, 1987. In the past manual measurement methods have been obtained using the velocity area method utilizing different methods for obtaining velocity including pygmy and velocity head rods.


QUERY PAGE HERE: https://bcczo.colorado.edu/query/bt-sw-0-mandis.shtml

View logs for complete site history: https://www.dropbox.com/s/a4l028jpyxcdpjl/BT_SW_0_Meta.docx?dl=0




Sensor ID and descriptions-

BT_SW_0_ManDis, Discharge"
CompositeResource,BCCZO -- Streamflow / Discharge -- Manual (GGL_SW_0_ManDis) -- Gordon Gulch: Lower -- (2013-2019),9fb65bfced6c481baed0b572b98f76d0,"Manual discharge measurements at the Boulder Creek CZO are taken approximately weekly and are used in conjunction with Solinst non vented pressure transducers collocated with Solinst Barologgers installed in stilling wells to manufacture a stage-discharge relationship curve. Our most reliable method of collecting manual discharge measurements has proven to be the salt conductivity sudden-injection method described in Hongve, 1987. In the past manual measurement methods have been obtained using the velocity area method utilizing different methods for obtaining velocity including pygmy and velocity head rods.



QUERY PAGE HERE: https://bcczo.colorado.edu/query/ggl-sw-0-mandis.shtml

View logs for complete site history: https://bcczo.colorado.edu/logs/mandisch/man_disch_ggl_meta.txt



Sensor ID and description - 

GGL_SW_0, Water Chemistry, Stream Water sampling site"
CompositeResource,BCCZO -- Streamflow / Discharge -- Manual (GGU_SW_0_ManDis) -- Gordon Gulch: Upper -- (2013-2019),a69e53f2d272462daccc9901f1914c2c,"Manual discharge measurements at the Boulder Creek CZO are taken approximately weekly and are used in conjunction with Solinst non vented pressure transducers collocated with Solinst Barologgers installed in stilling wells to manufacture a stage-discharge relationship curve. Our most reliable method of collecting manual discharge measurements has proven to be the salt conductivity sudden-injection method described in Hongve, 1987. In the past manual measurement methods have been obtained using the velocity area method utilizing different methods for obtaining velocity including pygmy and velocity head rods.



QUERY PAGE HERE: https://bcczo.colorado.edu/query/ggu-sw-0-mandis.shtml

View logs for complete site history: https://bcczo.colorado.edu/logs/mandisch/man_disch_ggu_meta.txt





Sensor ID and description- 

GGU_SW_0_ManDis, Discharge, Stream Water sampling site"
CompositeResource,RCCZO -- Streamflow / Discharge -- Reynolds Creek Experimental Watershed -- (1963-Ongoing),8ac13a1fd0fe4876b5ecd4dbf29236aa,"These data have been collected at the Reynolds Creek Experimental Watershed by the Northwest Watershed Research Center and the USDA-ARS. Collection began as early as 1963 across ten geographically distinct sensor sites. Spatial coordinates, descriptive location names, and other metadata are provided in the header file for each streamflow dataset.

 Data columns:
datetime      Date & Time (yyyy-mm-dd hh:mm)
qcms          Calculated Discharge (m^3 s^-1)"
